"id","industryid","siteid","sitename","channelid","channelname","type","userid","createtime"
"3491","52","4298028535944830354","百度","2092498004122776199","汽车","11","1","2019/8/5 14:09:39"
"3492","52","-9215081843127186919","新浪财经移动端","","","31","1","2019/8/5 14:09:39"
"3493","52","-9129605718231186428","新浪新闻移动端","6075258538654280057","汽车","31","1","2019/8/5 14:09:39"
"3521","55","-970376464133967433","新华网移动端","3224423085048202922","资讯-列表新闻","31","1","2019/8/14 15:56:51"
"3522","55","5628467610408463858","今日头条","-2407732245958998834","推荐","11","1","2019/8/14 15:56:51"
"3523","55","-6626102723183488969","ZAKER移动端","3696724096151888808","厦门","31","1","2019/8/14 15:56:51"
"6558","5","1120018217835149745","汽车之家","3699948418883187981","资讯文章_新能源","11","1","2019/8/27 14:24:37"
"6559","5","1120018217835149745","汽车之家","849154588247248044","汽车之家论坛_北汽新能源EX论坛","11","1","2019/8/27 14:24:37"
"6560","5","1120018217835149745","汽车之家","-9197884927942032518","汽车之家论坛_北汽新能源EH400论坛","11","1","2019/8/27 14:24:37"
"6561","5","1120018217835149745","汽车之家","-7795863893123758003","汽车之家论坛_北汽新能源D80EV论坛","11","1","2019/8/27 14:24:37"
"6562","5","1120018217835149745","汽车之家","-5169230459145106339","汽车之家论坛_北汽新能源EX300L论坛","11","1","2019/8/27 14:24:37"
"6563","5","1120018217835149745","汽车之家","3202814934711945152","汽车之家论坛_野马T70新能源论坛","11","1","2019/8/27 14:24:37"
"6564","5","1120018217835149745","汽车之家","-6984710171774552867","汽车之家论坛_奔驰C级新能源论坛","11","1","2019/8/27 14:24:37"
"6565","5","1120018217835149745","汽车之家","-6410834127197681643","汽车之家论坛_奔驰S级新能源论坛","11","1","2019/8/27 14:24:37"
"6566","5","1120018217835149745","汽车之家","3550012011958666074","汽车之家论坛_逸动新能源论坛","11","1","2019/8/27 14:24:37"
"6567","5","1120018217835149745","汽车之家","-9037211816810132143","汽车之家论坛_比亚迪F3新能源论坛","11","1","2019/8/27 14:24:37"
"6568","5","1120018217835149745","汽车之家","-4239889124544045853","汽车之家论坛_Cayenne新能源论坛","11","1","2019/8/27 14:24:37"
"6569","5","1120018217835149745","汽车之家","-4554501880282478570","汽车之家论坛_沃尔沃S60L新能源论坛","11","1","2019/8/27 14:24:37"
"6570","5","1120018217835149745","汽车之家","4435155843785481339","汽车之家论坛_smartfortwo新能源论坛","11","1","2019/8/27 14:24:37"
"6571","5","1120018217835149745","汽车之家","-5027222612560111154","汽车之家论坛_沃尔沃XC90新能源论坛","11","1","2019/8/27 14:24:37"
"6572","5","1120018217835149745","汽车之家","-4805729382631368696","汽车之家论坛_Panamera新能源论坛","11","1","2019/8/27 14:24:37"
"6573","5","1120018217835149745","汽车之家","-7226213676434679712","汽车之家论坛_奥迪A3(进口)新能源论坛","11","1","2019/8/27 14:24:37"
"6574","5","1120018217835149745","汽车之家","-2326409210467861732","汽车之家论坛_高尔夫(进口)新能源论坛","11","1","2019/8/27 14:24:37"
"6575","5","1120018217835149745","汽车之家","284116991545173396","汽车之家论坛_宝马5系新能源论坛","11","1","2019/8/27 14:24:37"
"6576","5","1120018217835149745","汽车之家","-881669679149391911","汽车之家论坛_奔驰GLE新能源论坛","11","1","2019/8/27 14:24:37"
"6577","5","1120018217835149745","汽车之家","-5675868184543287221","汽车之家论坛_传祺GA5新能源论坛","11","1","2019/8/27 14:24:37"
"6578","5","1120018217835149745","汽车之家","-5609526243594365376","汽车之家论坛_smartforfour新能源论坛","11","1","2019/8/27 14:24:37"
"6579","5","1120018217835149745","汽车之家","7338830648945311595","汽车之家论坛_奔奔新能源论坛","11","1","2019/8/27 14:24:37"
"6580","5","1120018217835149745","汽车之家","2479498375239901003","汽车之家论坛_宝马7系新能源论坛","11","1","2019/8/27 14:24:37"
"6581","5","1120018217835149745","汽车之家","-8764553857967384679","汽车之家论坛_宝马X1新能源论坛","11","1","2019/8/27 14:24:37"
"6582","5","1120018217835149745","汽车之家","-4529870606536044520","汽车之家论坛_宝马X5新能源论坛","11","1","2019/8/27 14:24:37"
"6583","5","1120018217835149745","汽车之家","7928801501797394909","汽车之家论坛_长城C30新能源论坛","11","1","2019/8/27 14:24:37"
"6584","5","6942845200315040931","新华网","3747790456331099170","汽车_新能源","11","1","2019/8/27 14:24:37"
"6585","5","6942845200315040931","新华网","-5966506265519642967","新华能源_新能源","11","1","2019/8/27 14:24:37"
"6586","5","6942845200315040931","新华网","-8565655340138201738","能源_新能源","11","1","2019/8/27 14:24:37"
"6587","5","6942845200315040931","新华网","-1327881053212157070","新能源","11","1","2019/8/27 14:24:37"
"6588","5","-4489473672266778119","新浪","-1432363585138816818","新浪汽车_新能源","11","1","2019/8/27 14:24:37"
"6589","5","-4489473672266778119","新浪","-7561439737734352856","新浪汽车_新浪汽车论坛_北汽新能源","11","1","2019/8/27 14:24:37"
"6590","5","-4489473672266778119","新浪","-162648396404998230","新浪汽车_导购_玩转新能源","11","1","2019/8/27 14:24:37"
"6591","5","7970768608323785483","新浪网","8736429610509650594","新浪地产网行业资讯新能源","11","1","2019/8/27 14:24:37"
"6592","5","7970768608323785483","新浪网","7797176852263893102","新浪地产网行业资讯新能源空调","11","1","2019/8/27 14:24:37"
"6593","5","7970768608323785483","新浪网","4469681517071446973","新浪地产网行业资讯新能源太阳能","11","1","2019/8/27 14:24:37"
"6594","5","7970768608323785483","新浪网","-5216025562841608741","财经_新能源_新趋势","11","1","2019/8/27 14:24:37"
"6595","5","7970768608323785483","新浪网","-3786985539276599566","能源_新能源","11","1","2019/8/27 14:24:37"
"6596","5","7970768608323785483","新浪网","-588581239899571022","财经_新能源","11","1","2019/8/27 14:24:37"
"6597","5","5300850574374719337","中华网","-5910212813441453108","汽车频道_资讯文章_新能源","11","1","2019/8/27 14:24:37"
"6598","5","3848692403608200459","青岛新闻网","-3045161576475534249","新能源汽车","11","1","2019/8/27 14:24:37"
"6599","5","6987285798049142538","爱卡汽车网","-4216293919136927744","爱卡汽车_新能源","11","1","2019/8/27 14:24:37"
"6600","5","6987285798049142538","爱卡汽车网","3394544047222711169","爱卡汽车_新能源_用宝典","11","1","2019/8/27 14:24:37"
"6601","5","609299860076491075","爱卡汽车","9055641701560485312","爱卡汽车_新能源","11","1","2019/8/27 14:24:37"
"6602","5","609299860076491075","爱卡汽车","-4279352988780701209","爱卡汽车_新能源_新能源论坛","11","1","2019/8/27 14:24:37"
"6603","5","2136574236516552510","汽车探索","-2667242942535016593","汽车探索_新能源","11","1","2019/8/27 14:24:37"
"6604","5","2136574236516552510","汽车探索","-3715280317982914073","新能源","11","1","2019/8/27 14:24:37"
"6605","5","-5672661370788769583","商都网","70710822827590710","车时代_新能源","11","1","2019/8/27 14:24:37"
"7335","57","8429021015627546101","中国二手车城网","","","11","1","2019/8/29 16:25:44"
"7336","57","-991988160518538240","中国二手车网","","","11","1","2019/8/29 16:25:44"
"7337","57","-5496427139531900336","中国二手车城","","","11","1","2019/8/29 16:25:44"
"7338","57","4481411746235930291","中国网移动端","","","31","1","2019/8/29 16:25:44"
"7339","57","5326006361281710044","中国青年报移动端","","","31","1","2019/8/29 16:25:44"
"7340","57","-5674524754663541261","中国新闻网移动端","","","31","1","2019/8/29 16:25:44"
"7345","54","6942845200315040931","新华网","-1524639144774518815","汽车_商用车","11","1","2019/8/29 16:28:10"
"7346","54","6942845200315040931","新华网","-2894667638421895090","江苏频道_汽车","11","1","2019/8/29 16:28:10"
"7347","54","6942845200315040931","新华网","-2984699431962725153","地方_地方领导_陕西频道_汽车·交通","11","1","2019/8/29 16:28:10"
"7348","54","6942845200315040931","新华网","-2163641350855978565","汽车_新闻","11","1","2019/8/29 16:28:10"
"46711","1","736392662840094165","时代汽车网","-3139408144316315419","时代车网_后市场","11","1","2019/9/2 15:28:24"
"46712","1","736392662840094165","时代汽车网","1642196600312927671","汽车文化","11","1","2019/9/2 15:28:24"
"46713","1","736392662840094165","时代汽车网","-2074320588111833015","时代车网_汽车文化","11","1","2019/9/2 15:28:24"
"46714","1","-6211601587438604167","搜狐汽车","","","11","1","2019/9/2 15:28:24"
"46715","1","-6489007195237090155","中国汽车报网","","","11","1","2019/9/2 15:28:24"
"46716","1","-6679717168409280452","太平洋汽车网","-4858784050904403445","汽车售后_用车频道_保养养护","11","1","2019/9/2 15:28:24"
"46717","1","-6679717168409280452","太平洋汽车网","6072976552612586686","精选","11","1","2019/9/2 15:28:24"
"46718","1","-4222528107193668298","腾讯汽车","","","11","1","2019/9/2 15:28:24"
"46719","1","5915264236100680599","新浪汽车","4597449803109431293","汽车黑科技","11","1","2019/9/2 15:28:24"
"46720","1","3156540654032442522","百度新闻移动端","-7016551692886365106","汽车","31","1","2019/9/2 15:28:24"
"46721","1","-6429044020594627414","四川新闻网","7519113047139247808","汽车频道_用车","11","1","2019/9/2 15:28:24"
"46722","1","-4560584852676340248","浙江在线","-2517301657970622893","汽车频道_投诉追踪","11","1","2019/9/2 15:28:24"
"46723","1","-2840232495139409290","和讯网","-2631499908583049998","和讯汽车","11","1","2019/9/2 15:28:24"
"46724","1","3848692403608200459","青岛新闻网","-3384375227233947596","汽车频道_维修保养","11","1","2019/9/2 15:28:24"
"46725","1","-8181634869777955721","环球网","-8457167626652913514","汽车_用车","11","1","2019/9/2 15:28:24"
"46726","1","-8181634869777955721","环球网","2371134203507123151","环球汽车_访谈","11","1","2019/9/2 15:28:24"
"46727","1","-8181634869777955721","环球网","4534370232776946437","汽车_高端访谈","11","1","2019/9/2 15:28:24"
"46728","1","2685505257100880089","央广网","41307369863882832","汽车_汽车315","11","1","2019/9/2 15:28:24"
"46729","1","-2490044517700954822","车质网","8524550367737135923","资讯_投诉销量比","11","1","2019/9/2 15:28:24"
"46730","1","-2490044517700954822","车质网","31876502568710444","投诉销量比","11","1","2019/9/2 15:28:24"
"46731","1","-2490044517700954822","车质网","8481833974479384629","车质网_资讯_投诉销量比","11","1","2019/9/2 15:28:24"
"46732","1","-2490044517700954822","车质网","-6775560995979507189","质量投诉","11","1","2019/9/2 15:28:24"
"46733","1","7908015142814796532","慧聪网","6695433436674219815","慧聪网-汽车用品","11","1","2019/9/2 15:28:24"
"46734","1","-6679717168409280452","太平洋汽车网","-1219812802233370563","汽车售后_轮胎频道_新品快讯","11","1","2019/9/2 15:28:24"
"46735","1","-6679717168409280452","太平洋汽车网","8329145365670317561","汽车售后_轮胎频道_轮胎导购","11","1","2019/9/2 15:28:24"
"46736","1","-6679717168409280452","太平洋汽车网","4444137430536197224","用车_轮胎_新品快讯","11","1","2019/9/2 15:28:24"
"46737","1","-6679717168409280452","太平洋汽车网","2708895796799158355","用车_轮胎_轮胎导购","11","1","2019/9/2 15:28:24"
"46738","1","-6679717168409280452","太平洋汽车网","-8545329791652163466","用车_轮胎_轮胎评测","11","1","2019/9/2 15:28:24"
"46739","1","-6679717168409280452","太平洋汽车网","5349341198559613635","用车_轮胎_使用技巧","11","1","2019/9/2 15:28:24"
"46740","1","-6679717168409280452","太平洋汽车网","6280091538932452650","用车_轮胎","11","1","2019/9/2 15:28:24"
"46741","1","-6679717168409280452","太平洋汽车网","1509894177447833764","用车_轮胎_换台建议","11","1","2019/9/2 15:28:24"
"46742","1","-6679717168409280452","太平洋汽车网","-5365875871104234418","汽车售后_轮胎频道","11","1","2019/9/2 15:28:24"
"46743","1","-6679717168409280452","太平洋汽车网","-4947677921162583833","汽车售后_轮胎频道_轮胎评测","11","1","2019/9/2 15:28:24"
"46744","1","-6679717168409280452","太平洋汽车网","-4715533497449796273","精选_改装_性能改装","11","1","2019/9/2 15:28:24"
"46745","1","-6679717168409280452","太平洋汽车网","-8112137088022329516","精选_改装","11","1","2019/9/2 15:28:24"
"46746","1","-6679717168409280452","太平洋汽车网","4530562122963538326","精选_改装_改装知识","11","1","2019/9/2 15:28:24"
"46747","1","-6679717168409280452","太平洋汽车网","2245816363727288783","精选_改装_美容套件改装","11","1","2019/9/2 15:28:24"
"46748","1","-6679717168409280452","太平洋汽车网","8141716244481999569","主题论坛_改装部落","11","1","2019/9/2 15:28:24"
"46749","1","-8509787808008605290","湛江购车网","6336192488725629389","用车","11","1","2019/9/2 15:28:24"
"46750","1","3519335074789701878","车主之家","3557431089405967855","新闻_用车知识","11","1","2019/9/2 15:28:24"
"46751","1","3468548209875692046","联合越野","","","11","1","2019/9/2 15:28:24"
"46752","1","-3005462077022849826","车问网","4194004149843671174","话题大全_深圳购车_深圳购车资讯","11","1","2019/9/2 15:28:24"
"46753","1","-3005462077022849826","车问网","6230826729717791810","话题大全","11","1","2019/9/2 15:28:24"
"46754","1","-3005462077022849826","车问网","-8124845135721744421","话题大全_荣威资讯","11","1","2019/9/2 15:28:24"
"46755","1","-3005462077022849826","车问网","1500763327048040100","话题大全_福州购车_福州购车资讯","11","1","2019/9/2 15:28:24"
"46756","1","-2730290285931202493","新车评网","6145650998623837805","新车评网_用车","11","1","2019/9/2 15:28:24"
"46757","1","-6782464757223742133","中国汽车消费网","-1089158627438621938","投诉","11","1","2019/9/2 15:28:24"
"46758","1","-6782464757223742133","中国汽车消费网","383081428643756170","维权投诉","11","1","2019/9/2 15:28:24"
"46759","1","-8727611853875693027","汽车口碑网","5712592415106612964","汽车资讯_装饰改装","11","1","2019/9/2 15:28:24"
"46760","1","7022510352330998581","网上车市","1183769898503733309","资讯_修车养车","11","1","2019/9/2 15:28:24"
"46761","1","7022510352330998581","网上车市","4687521423343761555","资讯首页_修车养车_改装鉴赏","11","1","2019/9/2 15:28:24"
"46762","1","736392662840094165","时代汽车网","5249862142605026414","汽车文化_模特大赛","11","1","2019/9/2 15:28:24"
"46763","1","736392662840094165","时代汽车网","-7087579452136517599","时代车网_访谈","11","1","2019/9/2 15:28:24"
"46764","1","-6489007195237090155","中国汽车报网","4436540558384508244","舆情点占看","11","1","2019/9/2 15:28:24"
"46765","1","-2209587988407045235","《中国汽车报》网","2096044874524381227","舆情点占看","11","1","2019/9/2 15:28:24"
"68304","4","-4222528107193668298","腾讯汽车","","","11","1","2019/9/4 15:05:34"
"68305","4","6942845200315040931","新华网","8558730243390374908","新华汽车_试驾","11","1","2019/9/4 15:05:34"
"68306","4","6607048707098390302","凤凰网","-7147390491488307574","汽车_试驾","11","1","2019/9/4 15:05:34"
"68307","4","6607048707098390302","凤凰网","-4883647194103949420","试驾","11","1","2019/9/4 15:05:34"
"68308","4","6607048707098390302","凤凰网","-6018940698948252880","汽车_试驾_抢险试驾","11","1","2019/9/4 15:05:34"
"68309","4","6607048707098390302","凤凰网","6819750845811546431","凤凰汽车_试驾_凤凰测","11","1","2019/9/4 15:05:34"
"68310","4","6607048707098390302","凤凰网","-3892480566362406922","凤凰汽车_试驾_销售评价","11","1","2019/9/4 15:05:34"
"68311","4","6607048707098390302","凤凰网","-3140128912371047974","凤凰汽车_试驾_豪门那些事儿","11","1","2019/9/4 15:05:34"
"68312","4","5300850574374719337","中华网","1552420037653191706","汽车_独家评测","11","1","2019/9/4 15:05:34"
"68313","4","5300850574374719337","中华网","6287132285701270036","中华网汽车_试驾","11","1","2019/9/4 15:05:34"
"68314","4","-6429044020594627414","四川新闻网","194956723658342245","汽车_新车试驾","11","1","2019/9/4 15:05:34"
"68315","4","-2840232495139409290","和讯网","-4270891510762717058","汽车_试驾评测","11","1","2019/9/4 15:05:35"
"68316","4","-2840232495139409290","和讯网","-3145402261542660958","和讯汽车_试驾评测","11","1","2019/9/4 15:05:35"
"68317","4","-2840232495139409290","和讯网","4532373753648262798","试驾评测","11","1","2019/9/4 15:05:35"
"68318","4","-6026655846763451985","深圳网;深圳新闻网","-6890798672530084482","新汽车_试驾·测评","11","1","2019/9/4 15:05:35"
"68319","4","404900936896164787","深圳新闻网","-7986023090983966260","汽车_试驾","11","1","2019/9/4 15:05:35"
"68320","4","404900936896164787","深圳新闻网","4597152684484599392","汽车_试驾_测评","11","1","2019/9/4 15:05:35"
"68321","4","404900936896164787","深圳新闻网","4238609565007912059","新汽车_试驾_测评","11","1","2019/9/4 15:05:35"
"68322","4","404900936896164787","深圳新闻网","-1283694983319399829","新汽车_试驾","11","1","2019/9/4 15:05:35"
"68323","4","-8181634869777955721","环球网","-7649002138080756480","汽车_评测","11","1","2019/9/4 15:05:35"
"68324","4","-8181634869777955721","环球网","8858830211043039737","环球汽车_评测","11","1","2019/9/4 15:05:35"
"68325","4","-8181634869777955721","环球网","6702408039014708900","环球网_汽车_评测","11","1","2019/9/4 15:05:35"
"68326","4","-5679125685368392470","大众网","-2950890430830480402","齐鲁车友会_试驾","11","1","2019/9/4 15:05:35"
"68327","4","-5679125685368392470","大众网","6031916929376426625","试乘试驾","11","1","2019/9/4 15:05:35"
"68328","4","-5679125685368392470","大众网","949106430458349072","大众网日照频道_汽车_试驾评测","11","1","2019/9/4 15:05:35"
"68329","4","3670750226234566043","日照大众网","-6653081849083187325","首页_汽车_试驾评测","11","1","2019/9/4 15:05:35"
"68330","4","-5679125685368392470","大众网","-6577733577664900162","汽车_评测","11","1","2019/9/4 15:05:35"
"68331","4","-5679125685368392470","大众网","-7875628209277625228","青岛_汽车评测","11","1","2019/9/4 15:05:35"
"68332","4","3690638012285647488","东北新闻网","-4757047595875773067","汽车_评测","11","1","2019/9/4 15:05:35"
"68333","4","4949534140363202049","中国经济网","-2097014699278049655","汽车_试驾","11","1","2019/9/4 15:05:35"
"68334","4","8182248277739041429","车讯网","-1218385785617225257","车讯评测","11","1","2019/9/4 15:05:35"
"68335","4","8182248277739041429","车讯网","9113862458916846917","原创试驾","11","1","2019/9/4 15:05:35"
"68336","4","7022510352330998581","网上车市","-851933528636020457","常州车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68337","4","7022510352330998581","网上车市","-2735735653158500367","拉萨车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68338","4","7022510352330998581","网上车市","-6642582973976782424","资讯首页_评测导购_试驾评测","11","1","2019/9/4 15:05:35"
"68339","4","7022510352330998581","网上车市","258083616318844947","漳州车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68340","4","7022510352330998581","网上车市","-6916358026890963844","肇庆车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68341","4","7022510352330998581","网上车市","-5272099012930134411","江门车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68342","4","7022510352330998581","网上车市","8315061885651012050","盘锦车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68343","4","7022510352330998581","网上车市","1096182414560899730","巴彦淖尔车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68344","4","7022510352330998581","网上车市","-6120393328115894449","益阳车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68345","4","7022510352330998581","网上车市","-8679173672727459113","汽车大全_丰田_凯美瑞_评测行情","11","1","2019/9/4 15:05:35"
"68346","4","7022510352330998581","网上车市","-4317496954979612283","汽车大全_奇瑞_瑞虎5_评测行情","11","1","2019/9/4 15:05:35"
"68347","4","7022510352330998581","网上车市","1512660725516427567","汽车大全_丰田_YARiSL致炫_评测行情","11","1","2019/9/4 15:05:35"
"68348","4","7022510352330998581","网上车市","5286629665899672451","汽车大全_丰田_E’Z逸致_评测行情","11","1","2019/9/4 15:05:35"
"68349","4","7022510352330998581","网上车市","-2274370539767984968","汽车大全_丰田_雷凌_评测行情","11","1","2019/9/4 15:05:35"
"68350","4","7022510352330998581","网上车市","-4229969072151916690","运城车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68351","4","7022510352330998581","网上车市","-4441248868574122429","无锡车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68352","4","7022510352330998581","网上车市","-9073739076314210066","徐州车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68353","4","7022510352330998581","网上车市","3582805358195730920","兴安盟车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68354","4","7022510352330998581","网上车市","491602810285991261","临汾车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68355","4","7022510352330998581","网上车市","8132734680614591340","营口车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68356","4","7022510352330998581","网上车市","-8766280820631409870","乐山车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68357","4","7022510352330998581","网上车市","6842998299628084386","成都车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68358","4","7022510352330998581","网上车市","900957881239868329","佛山车市_车市资讯_试驾评测","11","1","2019/9/4 15:05:35"
"68359","4","-2730290285931202493","新车评网","8476246427913315957","车评","11","1","2019/9/4 15:05:35"
"68360","4","-2730290285931202493","新车评网","-1276492695849847125","车评_深度车评","11","1","2019/9/4 15:05:35"
"68361","4","-2730290285931202493","新车评网","7413214486908667408","车评_新车首试","11","1","2019/9/4 15:05:35"
"68362","4","-2730290285931202493","新车评网","1202330477873970845","车评_对比测试","11","1","2019/9/4 15:05:35"
"68363","4","-2730290285931202493","新车评网","5907040312939662933","车评_油耗测试","11","1","2019/9/4 15:05:35"
"68364","4","-2730290285931202493","新车评网","-6785099182981682821","车评_试驾手记","11","1","2019/9/4 15:05:35"
"68365","4","-2730290285931202493","新车评网","-6281090044745897225","选车中心_车评_编辑室","11","1","2019/9/4 15:05:35"
"68366","4","-2730290285931202493","新车评网","-7843870107792399570","选车中心_车评","11","1","2019/9/4 15:05:35"
"68367","4","-2730290285931202493","新车评网","-7137685221993940527","选车中心_车评_试驾手记","11","1","2019/9/4 15:05:35"
"68368","4","-2730290285931202493","新车评网","6323743829146861375","选车中心_车评_新车首试","11","1","2019/9/4 15:05:35"
"68369","4","-2730290285931202493","新车评网","4433444990066647115","选车中心_车评_深度车评","11","1","2019/9/4 15:05:35"
"68370","4","-2730290285931202493","新车评网","723378577892043504","选车中心_车评_长期测试","11","1","2019/9/4 15:05:35"
"68371","4","-2730290285931202493","新车评网","-3734398052555234578","选车中心_车评_对比测试","11","1","2019/9/4 15:05:35"
"68372","4","-2730290285931202493","新车评网","1884513823096359847","新车评网_选车_视频","11","1","2019/9/4 15:05:35"
"68373","4","-2730290285931202493","新车评网","1969880359356458445","新车评网","11","1","2019/9/4 15:05:35"
"68374","4","-2730290285931202493","新车评网","6145650998623837805","新车评网_用车","11","1","2019/9/4 15:05:35"
"68375","4","2136574236516552510","汽车探索","-7460152459652632280","汽车探索_车评","11","1","2019/9/4 15:05:35"
"68376","4","3468548209875692046","联合越野","-4356305235550716743","专业评测","11","1","2019/9/4 15:05:35"
"68377","4","3519335074789701878","车主之家","-2503588305048011014","新闻_汽车导购_试驾评测","11","1","2019/9/4 15:05:35"
"68378","4","3519335074789701878","车主之家","-5055824435305390685","车主之家汽车_评测_试驾评测","11","1","2019/9/4 15:05:35"
"68379","4","3519335074789701878","车主之家","5400201958123872756","车主之家汽车_评测_购车手册","11","1","2019/9/4 15:05:35"
"68380","4","3519335074789701878","车主之家","-155869126049451966","新闻_试驾评测","11","1","2019/9/4 15:05:35"
"68381","4","-7037748867090435004","佛山购车网","-1208686306398317220","北京_对比评测","11","1","2019/9/4 15:05:35"
"68382","4","-7037748867090435004","佛山购车网","-5391186988495990074","揭阳_对比评测","11","1","2019/9/4 15:05:35"
"68383","4","1031540566456526336","车云网","3950076495611372925","评测","11","1","2019/9/4 15:05:35"
"68384","4","1031540566456526336","车云网","2921718741335501030","技术_评测","11","1","2019/9/4 15:05:35"
"68385","4","-1759556419276406819","车天下汽车网","-70635863392901561","汽车论坛_汽车评测","11","1","2019/9/4 15:05:35"
"68386","4","8718372560441775312","汽车大全网","","","11","1","2019/9/4 15:05:35"
"68387","4","-3350397711515466281","汽车江湖网","3234710811429497601","测评试驾_SUV","11","1","2019/9/4 15:05:35"
"68388","4","-3350397711515466281","汽车江湖网","-470640379875994244","测评试驾_中大型车","11","1","2019/9/4 15:05:35"
"68389","4","-2490044517700954822","车质网","-3169884629526811165","资讯_评测","11","1","2019/9/4 15:05:35"
"68390","4","-2490044517700954822","车质网","4239296416065619377","车质网_评测","11","1","2019/9/4 15:05:35"
"68391","4","-2490044517700954822","车质网","3864090054069352121","评测","11","1","2019/9/4 15:05:35"
"68392","4","-8288629426291243335","汽车大世界","5068733789734580008","新车评测","11","1","2019/9/4 15:05:35"
"68393","4","-8288629426291243335","汽车大世界","188547656820707686","试驾评测","11","1","2019/9/4 15:05:35"
"68394","4","1120018217835149745","汽车之家","-4589708977862691343","资讯文章_试驾评测","11","1","2019/9/4 15:05:35"
"68395","4","1120018217835149745","汽车之家","2418555712147482963","试驾","11","1","2019/9/4 15:05:35"
"68396","4","6942845200315040931","新华网","7188900018361851907","汽车_试驾","11","1","2019/9/4 15:05:35"
"68397","4","6942845200315040931","新华网","7441299638985065541","试驾","11","1","2019/9/4 15:05:35"
"68398","4","6607048707098390302","凤凰网","534576455957319330","抢先试驾","11","1","2019/9/4 15:05:35"
"68399","4","6607048707098390302","凤凰网","-6115862263138124860","凤凰汽车_试驾","11","1","2019/9/4 15:05:35"
"68400","4","6607048707098390302","凤凰网","-8571390323677399435","凤凰汽车_试驾_汽车达人秀","11","1","2019/9/4 15:05:35"
"68401","4","6607048707098390302","凤凰网","2954200303634061250","凤凰汽车_试驾_抢先试驾","11","1","2019/9/4 15:05:35"
"68402","4","6607048707098390302","凤凰网","6924264220873364469","凤凰汽车_试驾_专家不知道","11","1","2019/9/4 15:05:35"
"68403","4","-5228228306025430917","易车网","767807462560872775","文章_试驾评测","11","1","2019/9/4 15:05:35"
"68404","4","-5228228306025430917","易车网","-3289836567802503425","评测","11","1","2019/9/4 15:05:35"
"68405","4","-5228228306025430917","易车网","-6149532991136807169","试驾评测","11","1","2019/9/4 15:05:35"
"68406","4","6602197230240469899","新疆汽车网","-7024946664045503966","试驾评测","11","1","2019/9/4 15:05:35"
"68407","4","-5672661370788769583","商都网","6092768006512191839","车时代_评测","11","1","2019/9/4 15:05:35"
"68408","4","1120018217835149745","汽车之家","3649626536425761810","汽车之家论坛_年代款测试论坛","11","1","2019/9/4 15:05:35"
"68409","4","-3375504357676496748","腾讯网","3446043380889299500","汽车-试驾","11","1","2019/9/4 15:05:35"
"68410","4","-3375504357676496748","腾讯网","-4346899698448930180","汽车频道_试驾评测业界","11","1","2019/9/4 15:05:35"
"68411","4","-3375504357676496748","腾讯网","3557795643535358822","汽车_购车_试驾评测","11","1","2019/9/4 15:05:35"
"68412","4","-3375504357676496748","腾讯网","-673105551741621876","大成网_试驾评测","11","1","2019/9/4 15:05:35"
"68413","4","-3375504357676496748","腾讯网","-582102786116221046","大湘试驾测评","11","1","2019/9/4 15:05:35"
"68414","4","-3375504357676496748","腾讯网","-8922881394127896421","汽车_评测_新车试驾","11","1","2019/9/4 15:05:35"
"68415","4","-3375504357676496748","腾讯网","5313870422908243998","汽车频道_评测_新车试驾","11","1","2019/9/4 15:05:35"
"68416","4","3403725980805994842","腾讯","-7850882301954832163","腾讯汽车_大连_试驾评测","11","1","2019/9/4 15:05:35"
"68417","4","5300850574374719337","中华网","-1479193547412102802","汽车频道_资讯文章_评测","11","1","2019/9/4 15:05:35"
"68418","4","7022510352330998581","网上车市","-9212363992023991368","资讯_评测导购_试驾评测","11","1","2019/9/4 15:05:35"
"68419","6","-8709606516749856786","全球汽配网","1668813329162817199","全球汽配网-资讯","11","1","2019/9/4 15:22:54"
"68420","6","1120018217835149745","汽车之家","3072387639396030157","资讯文章","11","1","2019/9/4 15:22:54"
"68421","6","-6679717168409280452","太平洋汽车网","-1219812802233370563","汽车售后_轮胎频道_新品快讯","11","1","2019/9/4 15:22:54"
"68422","6","-6679717168409280452","太平洋汽车网","8329145365670317561","汽车售后_轮胎频道_轮胎导购","11","1","2019/9/4 15:22:54"
